,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual
5852,4,71000,25.8,1498,98.6,5,575000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5853,8,24000,22.74,796,47.3,5,270000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5854,12,90000,16.8,1497,116.4,5,265000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5855,4,79000,19.67,1582,126.2,5,1100000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5856,3,35000,28.4,1248,74.02,5,785000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5857,7,63699,21.21,1197,81.8,5,355000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5858,10,30000,17.0,1497,118.0,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5859,6,40000,22.0,1197,81.8,5,470000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5860,4,30000,17.8,1497,117.3,5,925000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5861,5,60000,28.09,1248,88.5,5,710000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5862,9,60000,22.9,1248,74.0,5,380000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5863,13,96000,17.8,1248,75.0,5,290000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5864,5,85000,19.08,1582,126.2,5,730000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5865,5,77000,18.9,1197,82.0,5,500000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5866,14,55000,19.7,796,46.3,5,150000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5867,7,40000,14.74,2993,270.9,5,3400000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5868,3,40000,24.7,796,47.3,5,350000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5869,9,30000,13.5,2987,254.79,5,3300000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5870,5,136900,25.8,1498,98.6,5,460000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5871,6,110000,19.67,1582,126.2,5,1100000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5872,5,60000,26.59,1248,74.0,5,555000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5873,2,65000,27.4,1498,98.63,5,650000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5874,4,130000,13.68,2393,147.8,8,1645000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5875,10,90000,13.2,1995,170.0,5,1175000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5876,10,97000,22.9,1248,74.0,5,350000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5877,2,20500,20.0,999,72.0,7,650000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5878,3,20000,23.84,1199,84.0,5,415000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5879,2,14000,22.1,1396,88.7,5,1150000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5880,3,15000,22.0,1582,126.2,5,930000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5881,11,74000,20.36,1197,78.9,5,255000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5882,4,100000,27.39,1248,74.0,5,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5883,5,52214,23.0,1498,98.96,5,760000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5884,10,170000,19.7,796,46.3,5,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5885,8,99000,15.1,2179,140.0,7,650000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5886,3,46000,22.0,1197,81.8,5,634000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5887,5,21446,16.8,1497,116.3,5,825000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5888,6,42426,18.9,1197,81.86,5,440000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5889,8,71000,12.05,2179,120.0,8,820000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5890,6,35330,27.62,793,47.0,5,489000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5891,10,66000,20.0,1399,68.0,5,310000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5892,4,70000,28.4,1248,74.02,5,670000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5893,10,75000,20.36,1197,78.9,5,345000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5894,4,22000,17.01,1591,121.3,5,875000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5895,6,59636,23.0,1498,98.96,5,731000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5896,3,8300,23.1,998,67.04,5,450000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5897,10,94000,16.95,1197,78.9,5,365000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5898,6,87000,21.76,1995,188.0,5,2480000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5899,5,60000,18.9,1197,81.86,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5900,7,70000,20.36,1197,78.9,5,220000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5901,10,67000,20.36,1197,78.9,5,295000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5902,6,50000,24.0,1120,70.0,5,470000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5903,10,79345,15.37,1196,73.0,7,235000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5904,5,103092,25.8,1498,98.6,5,525000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5905,7,134000,14.84,2143,170.0,5,1200000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5906,13,90000,17.3,1061,57.5,5,190000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5907,9,57390,20.36,1197,78.9,5,382000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5908,4,49000,19.3,1248,73.9,5,715000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5909,12,79497,20.36,1197,78.9,5,275000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5910,7,90000,22.54,1396,88.73,5,444000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5911,3,35093,27.28,1047,69.0,5,440000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5912,4,46497,18.0,1497,117.6,5,930000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5913,5,40000,18.16,1196,86.8,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5914,2,7000,19.5,1199,88.76,5,715000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5915,3,15000,18.6,1197,81.83,5,660000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5916,2,5000,20.3,1086,68.0,5,450000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5917,10,40000,20.92,998,67.1,5,240000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5918,7,90000,15.96,2523,62.1,7,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5919,11,50000,20.92,998,67.1,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5920,10,70000,22.9,1248,74.0,5,400000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5921,6,72477,16.47,1198,74.0,5,465000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5922,9,23000,21.9,1396,88.76,5,435000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5923,5,45000,25.17,799,53.3,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5924,8,64529,18.6,1197,85.8,5,400000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5925,2,19000,24.3,1248,88.5,5,1035000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5926,2,15000,26.32,1498,93.87,5,870000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5927,12,50000,17.0,1197,80.0,5,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5928,9,122628,20.54,1598,103.6,5,320000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5929,3,21450,18.16,1196,86.8,5,585000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5930,2,10000,18.19,1197,103.2,5,1150000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5931,5,57000,19.67,1582,126.2,5,1075000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5932,7,72806,20.34,1498,103.2,5,611000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5933,5,40000,18.9,1197,82.0,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5934,4,40000,18.6,1197,81.83,5,700000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5935,4,25000,18.0,1497,117.3,5,1100000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5936,4,43000,13.0,1591,121.3,5,1050000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5937,9,72000,14.84,2143,167.62,5,1400000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5938,4,40728,22.0,1582,126.2,5,850000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5939,14,82000,13.9,1599,103.2,5,245000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5940,11,107600,17.8,1248,75.0,5,400000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5941,6,56453,13.6,2523,63.0,7,650000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5942,11,97845,21.27,1396,88.76,5,320000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5943,7,25932,21.79,998,67.05,5,382000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5944,4,32000,23.84,1199,84.0,5,480000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5945,13,110000,17.8,1248,75.0,5,220000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5946,10,58733,20.54,1598,103.6,5,385000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5947,4,43000,14.7,1496,120.69,5,730000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5948,10,68000,20.0,1399,68.0,5,230000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5949,6,67500,18.0,1198,86.7,5,500000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5950,11,140000,16.2,1493,110.0,5,350000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5951,5,65067,17.21,1197,103.5,5,723000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5952,5,32615,23.9,1582,126.2,5,850000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5953,8,70000,19.01,1461,108.45,5,400000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5954,1,3960,22.0,999,67.0,5,550000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5955,8,114000,20.54,1598,103.6,5,425000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5956,11,80000,19.7,796,46.3,5,170000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5957,4,80000,24.7,796,47.3,5,280000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5958,8,153000,19.01,1461,108.45,5,550000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5959,5,66325,27.3,1498,98.6,5,625000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5960,7,63200,25.1,1498,98.6,5,785000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5961,7,87832,25.2,1248,74.0,5,460000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5962,4,54300,20.89,1197,81.8,5,525000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5963,4,38991,25.2,1248,74.0,5,670000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5964,3,5500,17.0,1591,121.3,5,1045000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5965,7,76000,16.02,1373,93.7,7,450000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5966,3,45000,24.3,1248,88.5,5,950000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5967,8,26000,23.1,998,67.04,5,450000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5968,4,60000,26.59,1248,74.0,5,725000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5969,3,30202,20.62,1198,67.0,7,390000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5970,10,73704,23.4,1248,74.0,5,380000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5971,11,98499,19.7,796,46.3,5,185000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5972,4,19971,21.79,998,67.05,5,450000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5973,2,20000,22.0,1197,81.8,5,625000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5974,5,76000,13.6,2523,63.0,9,590000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5975,4,65000,24.52,1248,88.5,7,950000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5976,6,70000,22.74,796,47.3,5,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5977,4,50000,18.9,1197,81.86,5,425000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5978,9,97000,22.32,1582,126.3,5,480000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5979,6,90000,26.59,1248,74.0,5,600000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5980,4,34000,24.04,999,67.0,5,395000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5981,4,91000,28.4,1248,74.0,5,725000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5982,7,39000,18.9,1197,82.0,5,410000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5983,7,32000,20.34,1498,103.2,5,725000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5984,3,40000,21.38,1396,88.7,5,911000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5985,6,63348,19.3,1248,73.9,5,650000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5986,5,143210,16.0,2179,140.0,7,1275000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5987,10,80000,17.5,1298,85.8,5,310000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5988,4,115000,28.4,1248,74.02,5,600000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5989,8,63000,21.9,1396,88.76,5,465000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5990,2,10250,19.5,1199,88.76,5,680000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5991,6,50000,22.0,1197,81.8,5,475000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5992,11,122661,16.2,1599,103.2,5,150000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5993,4,28500,20.51,998,67.0,5,525000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5994,3,40000,16.0,2179,140.0,7,1580000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5995,2,15000,17.0,1197,108.6,5,1000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5996,8,33000,17.09,1995,218.0,5,2500000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5997,5,63359,20.51,998,67.0,5,360000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5998,4,90000,20.34,1498,103.2,5,725000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5999,6,78000,12.99,2494,100.6,8,1020000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6000,7,35000,22.74,796,47.3,5,250000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6001,8,113000,22.32,1582,126.32,5,630000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6002,14,52487,11.0,2987,198.5,5,1050000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6003,6,41139,22.54,1396,88.73,5,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6004,8,191542,21.9,1396,88.76,5,300000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6005,5,60000,22.77,1498,98.59,5,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6006,9,82164,15.1,2179,140.0,7,780000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6007,5,49000,20.4,1197,83.11,5,500000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6008,9,100000,17.0,1197,80.0,5,360000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6009,3,35000,17.3,1497,121.0,8,1200000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6010,7,90000,15.04,1598,103.2,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6011,6,80000,20.45,1461,83.8,5,630000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6012,12,81297,16.07,1995,181.0,5,1000000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6013,3,43000,24.0,1186,73.97,5,370000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6014,8,40000,23.8,1998,112.0,5,1800000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6015,15,99900,8.45,2979,321.0,5,925000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6016,4,50000,16.77,2993,261.49,5,6750000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6017,9,63000,20.0,1399,68.05,5,210000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6018,2,10000,23.95,998,67.05,5,373000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6019,3,33000,21.21,1197,81.8,5,655000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6020,7,120000,11.79,2179,120.0,8,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6021,18,198565,10.5,2179,120.0,8,150000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6022,7,60000,23.95,998,67.05,5,295000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6023,3,16000,23.84,1199,84.0,5,525000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6024,2,25000,24.7,796,47.3,5,310000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6025,2,40000,13.0,1591,121.3,5,1280000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6026,4,16303,25.17,799,53.3,5,350000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6027,3,29307,25.5,1498,98.6,5,875000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6028,2,99000,16.0,2179,140.0,7,1175000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6029,6,40000,20.85,1197,83.14,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6030,5,13900,22.69,1995,190.0,5,2300000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6031,3,31000,21.21,1197,81.8,5,675000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6032,5,68193,28.09,1248,88.5,5,760000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6033,3,90000,16.0,2179,140.0,7,1500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6034,4,35000,21.79,998,67.05,5,450000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6035,5,45000,21.4,1197,83.1,5,610000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6036,5,49349,24.8,1396,88.7,5,720000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6037,5,88099,17.4,1497,117.6,5,620000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6038,3,25000,17.4,1497,117.6,5,870000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6039,9,59000,18.9,998,67.0,5,265000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6040,15,75472,14.0,1061,64.0,5,170000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6041,3,7400,24.0,1186,73.97,5,625000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6042,1,10000,19.56,1197,81.8,5,825000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6043,3,35000,24.7,796,47.3,5,320000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6044,11,10000,15.37,1196,73.0,5,208000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6045,6,48015,25.83,1498,99.0,5,495000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6046,2,32400,13.68,2393,147.51,7,1751000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6047,3,46000,28.4,1248,74.0,5,825000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6048,7,80000,15.04,1598,103.2,5,470000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6049,12,220000,12.8,2494,102.0,8,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6050,1,5000,21.01,1197,81.8,5,557000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6051,2,10000,22.69,1995,190.0,5,4500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6052,1,2000,15.37,1196,73.0,5,437000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6053,5,80000,24.3,1248,88.5,5,624000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6054,18,133000,18.7,1896,66.0,5,275000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6055,4,57241,27.39,1248,74.0,5,680000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6056,3,20000,18.9,1197,81.86,5,500000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6057,10,89000,16.2,2993,258.0,5,2000000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6058,5,39000,10.8,1999,237.4,5,2950000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6059,5,57437,22.54,1396,88.73,5,679000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6060,6,140000,26.59,1248,74.0,5,565000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6061,4,40000,25.5,1498,98.6,5,775000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6062,6,96000,20.14,1498,88.8,5,525000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6063,4,20000,20.14,1498,88.0,5,725000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6064,9,58000,18.9,998,67.1,5,310000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6065,4,120000,15.96,2523,63.0,9,550000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6066,5,72000,22.15,1498,108.6,5,735000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6067,4,18600,20.4,1197,81.8,5,562000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
