,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual
841,9,51000,16.8,1497,116.3,5,440000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
842,12,120000,17.3,1061,57.5,5,110000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
843,6,114183,21.79,998,67.05,5,350000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
844,1,15000,20.7,1197,81.86,5,650000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
845,4,49000,10.0,2148,170.0,5,3975000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
846,12,75000,17.0,1497,118.0,5,260000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
847,6,50000,18.9,1197,82.0,5,405000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
848,2,29250,13.68,2393,147.8,8,1950000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
849,5,100000,16.0,1997,140.0,7,1180000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
850,4,50000,15.4,2179,120.0,7,970000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
851,13,120000,19.3,1248,73.9,5,165000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
852,5,55000,17.8,1497,117.3,5,650000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
853,4,43500,14.62,1999,149.92,5,1245000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
854,5,70000,24.3,1248,88.5,5,680000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
855,9,120000,22.9,1248,74.0,5,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
856,9,70000,20.36,1197,78.9,5,200000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
857,10,53000,20.51,998,67.04,5,275000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
858,1,5000,23.7,1493,98.6,5,890000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
859,8,58000,22.32,1582,126.3,5,360000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
860,2,15000,18.6,1197,81.86,5,620000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
861,6,55000,18.9,1197,82.0,5,360000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
862,2,10000,22.7,799,53.64,5,260000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
863,4,46122,22.0,1197,81.8,5,650000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
864,5,74962,24.3,1248,88.5,5,681000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
865,6,40000,15.37,1196,73.0,7,215000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
866,3,39000,12.9,2755,174.5,7,3050000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
867,11,70000,17.92,1086,62.1,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
868,8,60000,20.77,1248,88.8,7,400000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
869,5,23256,17.0,1497,121.36,5,585000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
870,5,84000,24.3,1248,88.5,5,525000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
871,6,56308,20.45,1461,83.8,5,440000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
872,7,46000,26.0,1498,98.6,5,501000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
873,14,80000,21.79,998,67.05,5,85000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
874,5,90000,15.4,2179,120.0,7,900000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
875,4,120000,19.0,1197,85.8,5,325000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
876,16,120000,19.7,796,46.3,5,90000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
877,3,15000,18.9,1197,81.86,5,525000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
878,2,15000,23.84,1199,84.0,5,600000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
879,8,52000,15.0,1598,103.5,5,425000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
880,6,39000,18.6,1197,81.83,5,526000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
881,8,73100,25.8,1498,98.6,5,324000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
882,3,39000,12.9,2755,174.5,7,3040000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
883,6,49000,28.09,1248,88.5,5,565000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
884,8,100000,22.32,1582,126.3,5,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
885,6,50000,23.26,1197,88.5,5,385000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
886,4,66900,20.14,1498,88.0,5,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
887,4,46000,13.0,1591,121.3,5,1095000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
888,3,40000,22.0,1197,81.8,5,550000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
889,11,28400,20.36,1197,78.9,5,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
890,1,4800,15.81,1451,141.0,5,1800000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
891,9,62000,16.47,1198,73.9,5,310000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
892,5,25000,17.01,1591,121.3,5,780000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
893,6,45864,20.4,1197,83.11,5,450000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
894,7,185000,20.45,1461,83.8,5,310000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
895,10,60000,12.05,2179,120.0,8,556000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
896,7,170000,15.1,2179,140.0,7,825000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
897,7,82000,12.7,2179,187.7,5,2590000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
898,10,60000,12.05,2179,120.0,8,465000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
899,5,13433,17.8,1198,86.7,5,551000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
900,6,35000,22.54,1396,88.73,5,600000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
901,2,5000,20.3,1086,68.0,5,410000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
902,3,32400,22.0,1197,81.8,5,575000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
903,7,60000,16.55,2498,105.0,6,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
904,4,50000,10.75,2694,163.7,8,1495000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
905,5,70000,12.0,2987,224.0,7,4100000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
906,4,56000,15.4,1997,120.0,7,1150000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
907,7,34000,23.95,998,67.05,5,251000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
908,6,59000,18.9,1197,82.0,5,425000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
909,2,30000,18.9,1197,81.86,5,600000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
910,6,48767,26.21,1248,88.5,5,681000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
911,6,88541,27.3,1498,98.6,5,500000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
912,8,57300,28.4,1248,74.0,5,340000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
913,5,66500,13.0,1591,121.3,5,998000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
914,7,24000,18.6,1197,81.83,5,500000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
915,7,27233,25.8,1498,98.6,5,445000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
916,5,43031,21.38,1396,88.7,5,1050000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
917,6,25000,16.0,2179,140.0,7,1400000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
918,8,43434,20.0,1399,68.1,5,280000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
919,3,40000,28.4,1248,74.02,5,750000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
920,10,80000,16.7,1198,88.8,5,250000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
921,10,63000,16.47,1198,73.9,5,245000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
922,8,90000,22.07,1199,73.9,5,250000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
923,4,22000,27.28,1047,69.0,5,475000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
924,4,80000,15.96,2523,63.0,9,600000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
925,8,51674,15.1,2179,140.0,7,570000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
926,5,10000,22.7,799,53.64,5,245000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
927,8,35858,18.5,1197,82.85,5,350000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
928,3,35000,20.28,1462,103.25,5,1000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
929,3,18329,22.0,1582,126.2,5,990000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
930,3,49000,11.36,2755,171.5,7,2050000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
931,9,50000,16.55,2498,105.0,6,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
932,10,50000,15.04,1598,103.6,5,385000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
933,8,47000,20.92,998,67.1,5,280000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
934,7,60000,25.2,1248,74.0,5,465000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
935,5,72000,22.77,1498,98.59,5,650000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
936,12,69000,17.0,1497,118.0,5,300000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
937,10,65000,11.33,4134,335.2,7,1890000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
938,9,100000,18.9,998,67.1,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
939,1,1500,21.01,1197,81.8,5,624000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
940,1,4500,20.5,1197,81.86,5,900000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
941,9,23994,17.11,1968,174.33,5,1275000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
942,6,100000,14.0,2179,138.1,7,585000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
943,7,70355,22.32,1582,126.32,5,527000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
944,4,40000,24.3,1248,88.5,5,720000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
945,3,39000,24.3,1248,88.5,5,775000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
946,2,17000,25.32,1198,77.0,6,600000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
947,2,10000,19.5,1199,88.76,5,650000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
948,4,20000,18.15,1198,82.0,6,380000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
949,3,35000,18.6,1197,81.83,5,600000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
950,7,52000,23.95,998,67.05,5,244000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
951,7,50080,22.74,796,47.3,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
952,11,90000,19.81,1086,68.05,5,130000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
953,6,67000,22.15,1498,108.6,5,565000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
954,4,20000,23.1,998,67.04,5,450000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
955,2,39000,15.8,1591,121.3,5,920000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
956,4,36000,15.4,1997,120.0,7,1241000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
957,3,40000,22.0,1197,81.8,5,630000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
958,2,18458,21.01,1197,81.8,5,610000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
959,6,54694,11.1,2400,200.0,7,2400000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
960,6,18650,21.5,1197,81.8,5,299000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
961,2,23000,17.4,1497,117.6,5,960000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
962,3,24000,17.5,1199,88.7,5,775000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
963,3,40000,16.0,2179,140.0,7,1321000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
964,8,148736,15.1,2179,140.0,7,700000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
965,5,80000,18.0,1497,117.3,5,680000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
966,3,10000,18.9,1197,81.86,5,451000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
967,4,32000,24.3,1248,88.5,5,925000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
968,8,95000,19.01,1461,108.45,5,295000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
969,3,20000,21.21,1197,81.8,5,635000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
970,11,186000,12.05,2179,120.0,8,400000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
971,3,50000,20.3,1199,84.0,5,410000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
972,1,3000,17.01,1984,241.3,5,4600000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
973,13,70000,8.45,2979,321.0,5,750000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
974,6,75000,28.09,1248,88.5,5,625000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
975,11,100000,11.5,2982,171.0,7,800000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
976,13,69000,17.92,1086,62.1,5,125000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
977,8,90000,22.7,1582,126.24,5,615000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
978,6,120000,15.4,2179,120.0,7,900000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
979,1,1800,19.5,1199,88.76,5,720000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
980,3,15000,28.4,1248,74.0,5,675000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
981,6,35000,14.3,1598,103.52,5,650000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
982,8,215000,12.99,2494,100.6,7,1000000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
983,5,15000,20.41,2987,271.0,5,6200000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
984,4,23200,21.4,1197,83.1,5,610000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
985,5,60000,24.0,1120,70.0,5,400000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
986,8,40000,12.99,2494,100.6,8,850000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
987,6,60000,16.47,1198,74.0,5,350000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
988,9,70000,12.7,2179,187.7,5,2100000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
989,13,120000,10.5,2609,120.0,9,300000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
990,9,147000,14.0,2523,75.0,8,500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
991,7,61251,20.45,1461,83.8,5,430000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
992,5,60000,18.16,1196,86.8,5,420000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
993,9,120000,14.3,1598,105.0,5,500000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
994,3,50000,20.51,998,67.04,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
995,4,21000,17.5,1199,88.7,5,650000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
996,5,54500,12.55,2982,168.5,7,2000000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
997,13,70000,17.8,1248,75.0,5,170000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
998,6,50000,17.4,1497,117.3,5,650000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
999,2,12955,23.95,998,67.1,5,375000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1000,13,92000,19.81,1086,68.05,5,190000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1001,9,80000,20.0,1399,68.0,5,173000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1002,5,80000,21.13,1498,108.6,5,650000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1003,2,8043,22.0,1197,81.8,5,675000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1004,5,35118,17.8,1198,86.7,5,475000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1005,7,56000,12.0,2092,127.0,7,675000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1006,2,10000,23.1,998,67.04,5,480000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1007,5,52000,17.01,1582,126.2,5,1050000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1008,3,16631,20.51,998,67.04,5,410000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1009,4,48000,17.19,1197,81.86,5,520000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1010,8,50000,14.3,1598,103.6,5,239000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1011,8,58000,18.9,998,67.1,5,248000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1012,7,50000,14.0,2179,138.1,7,800000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1013,5,47000,20.36,1197,78.9,5,365000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1014,4,58900,17.8,1198,86.7,5,470000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1015,11,80000,11.1,2400,200.0,7,1200000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1016,2,30000,20.3,1086,68.0,5,550000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1017,11,147626,18.9,1061,67.0,5,199000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1018,7,67300,23.0,1396,90.0,5,368000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1019,9,100000,19.01,1461,108.45,5,550000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1020,6,65000,19.5,1582,126.24,5,795000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1021,11,160000,17.8,1248,75.0,5,250000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1022,11,43000,19.7,796,46.3,5,170000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1023,4,44000,18.6,1197,81.83,5,550000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1024,9,16000,18.9,998,67.1,5,400000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1025,7,110000,21.14,1498,103.52,5,550000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1026,4,20000,20.63,1198,67.06,5,300000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1027,5,29000,13.0,2987,265.0,5,3500000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1028,4,63500,28.09,1248,88.5,5,665000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1029,9,40000,20.77,1248,88.8,7,650000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1030,5,46000,18.9,1197,82.0,5,455000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1031,7,70000,18.6,1197,85.8,5,450000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1032,9,68812,22.32,1582,126.32,5,440000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1033,2,5000,20.3,1086,68.0,5,550000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1034,8,110000,19.1,1197,85.8,5,420000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1035,8,56000,19.01,1461,108.45,5,450000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1036,4,40000,19.6,1461,108.45,5,1000000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1037,8,120000,23.4,1248,74.0,5,330000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1038,7,57000,20.0,1399,68.05,5,275000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1039,4,50000,10.26,2694,163.7,7,2700000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1040,11,120000,13.6,2523,63.0,7,255000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1041,6,25000,9.52,2993,313.0,4,4490000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1042,8,61000,19.87,1461,83.8,5,450000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1043,2,23000,19.5,1199,88.76,5,651000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1044,5,52000,24.2,1498,93.87,7,675000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1045,4,42000,23.0,1396,90.0,5,549000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1046,4,28860,23.4,1248,74.0,5,520000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1047,5,26000,18.9,998,67.1,5,375000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1048,9,10000,20.92,998,67.1,5,225000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1049,10,70000,17.5,1298,85.8,5,315000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1050,3,20000,28.4,1248,74.02,5,650000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1051,6,63000,27.39,1248,74.0,5,510000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1052,8,90145,28.4,1248,74.0,5,350000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1053,9,50000,17.05,1995,184.0,5,1200000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1054,5,5000,17.8,1497,117.3,5,900000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1055,3,60000,17.0,1198,108.5,5,700000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1056,4,25000,21.4,1197,83.1,5,590000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1057,2,31999,11.36,2755,171.5,7,1825000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1058,12,59915,17.0,1497,118.0,5,295000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
